n04589890,n03980874,n04548362,n03814906,n03874599
n04209239,n03938244,n04200800,n03584829,n04070727
n03255030,n02790996,n02883205,n03763968,n02791270
n10565667,n04399382,n03424325,n04069434,n03868863
n02454379,n01704323,n07802026,n03980874,n03935335
n03938244,n04033995,n07717410,n07716906,n01944390
n02504013,n02504458,n01871265,n03938244,n01704323
n03930313,n01704323,n03481172,n04462240,n04154565
n04493381,n02808440,n03938244,n04209239,n04553703
n03584254,n03832673,n03642806,n03530642,n03782006
n04259630,n04589890,n04423845,n02033041,n03938244
n01873310,n03794056,n02916936,n01704323,n02444819
n03314780,n01968897,n03690938,n03938244,n04423845
n03459775,n02814533,n02930766,n03770679,n03100240
n02110806,n02115641,n04589890,n02099712,n02395406
n02892201,n06785654,n03291819,n04192698,n03598930
n02870880,n02871525,n03661043,n03018349,n06596364
n01917289,n01669191,n01872401,n01806143,n02454379
n03063689,n04560804,n04398044,n07930864,n03950228
n03814906,n03938244,n03476684,n03485794,n04033995
n04275548,n04589890,n01917289,n02319095,n03887697
n02219486,n01774384,n01775062,n01776313,n04589890
n02099601,n02111129,n02112137,n02100877,n02102177
n03763968,n04099969,n04350905,n04479046,n03124170
n03062245,n03950228,n03063599,n07930864,n02823750
n02454379,n01855672,n01797886,n01807496,n03445777
n03089624,n12144580,n04476259,n07718472,n03775546
n03902125,n02807133,n03424325,n04501370,n02977058
n03814906,n04548280,n02910353,n02999410,n03476684
n04285008,n03100240,n04037443,n02814533,n03670208
n02097474,n02097658,n02091635,n02097209,n02098105
n03598930,n04589890,n02219486,n03991062,n03530642
n04026417,n04599235,n04423845,n03938244,n03908618
n03763968,n04389033,n03899768,n03478589,n03721384
n02917067,n03895866,n04310018,n03461385,n04501370
n03443371,n03814906,n07930864,n03950228,n03062245
n12998815,n13054560,n07734744,n12768682,n01669191
n04523525,n03998194,n03733281,n04005630,n03000134
n04033995,n02025239,n02256656,n03733281,n02233338
n03976657,n04589890,n02840245,n02783161,n04152593
n15075141,n03063689,n04522168,n04254120,n04447861
n07715103,n01943899,n07930864,n03775546,n07714990
n03938244,n07248320,n02808304,n04033901,n01697457
n03961711,n04141975,n04590129,n03271574,n03692522
n03595614,n03938244,n03291819,n02916936,n07248320
n03026506,n03938244,n03871628,n04254777,n04357314
n02128925,n03109150,n02128385,n02123159,n02128757
n03717622,n04548280,n04192698,n01440764,n03775546
n03041632,n04116512,n07753275,n07920052,n07749582
n04417672,n04435653,n03028079,n03938244,n04005630
n09256479,n01914609,n03991062,n04136333,n07753275
n07718747,n03461385,n07760859,n07718472,n12267677
n01728572,n01728920,n01734418,n01740131,n01729977
n03447447,n03216828,n03877845,n02951358,n03344393
n02114548,n02120079,n02111889,n02109961,n02110185
n03871628,n03938244,n03584829,n03623198,n03787032
n01784675,n02264363,n04153751,n03804744,n04127249
n02100877,n02090379,n02106662,n02088466,n02105162
n02097658,n02808304,n02102318,n03124043,n02102480
n02699494,n03877845,n03028079,n04429376,n03854065
n02002556,n04562935,n03956157,n03483316,n02219486
n03980874,n02963159,n04325704,n04370456,n04200800
n04259630,n03938244,n03956157,n15075141,n03124170
n04162706,n03938244,n03793489,n03871628,n03887697
n07860988,n07711569,n01943899,n07754684,n12144580
n13133613,n12144580,n03530642,n04435653,n03773504
n04367480,n02963159,n04325704,n04599235,n03980874
n03127925,n04548280,n03887697,n04355338,n03804744
n02111889,n02111500,n02098286,n02109961,n02085936
n04201297,n04590129,n04005630,n04501370,n02871525
n03775071,n04399382,n04599235,n03124170,n03938244
n02098105,n02093991,n02113978,n02096051,n02097130
n03992509,n03584829,n03124170,n04553703,n04554684
n03134739,n03445777,n03942813,n02799071,n04409515
n12057211,n01693334,n03887697,n01682714,n02236044
n03887697,n03742115,n03476991,n15075141,n02992529
n02281787,n02268443,n04286575,n04026417,n03938244
n03201208,n07932039,n07613480,n07920052,n07892512
n03476991,n03942813,n04462240,n02106030,n02105641
n01943899,n01986214,n12267677,n07697313,n01955084
n03841143,n02794156,n03197337,n04548280,n02708093
n02487347,n02492035,n02494079,n02484975,n02493793
n03598930,n04033995,n03733281,n03938244,n04200800
n03476684,n02317335,n03485794,n13044778,n02883205
n02364673,n02342885,n02978881,n04447861,n04554684
n03775546,n03733805,n02909870,n03133878,n07920052
n01945685,n02011460,n03388183,n03485794,n01689811
n02089078,n02107142,n02088466,n02090379,n02092339
n04467665,n03417042,n04009552,n04258138,n03393912
n04423845,n01440764,n03775071,n03775546,n03776460
n02865351,n04548280,n04116512,n03938244,n02910353
n03871628,n07565083,n15075141,n03089624,n03492542
n04162706,n04286575,n04332243,n03623198,n04589890
n03598930,n06596364,n03871628,n04596742,n02097658
n01734418,n01740131,n01728920,n03476684,n02910353
n02328150,n02098286,n02111889,n04141975,n03584829
n01917289,n09256479,n04033995,n04325704,n03733281
n03063689,n03297495,n04398044,n04560804,n03637318
n02951585,n03658185,n03476684,n03041632,n04141327
n02104029,n04399382,n04493381,n02099712,n02099601
n03792972,n04208210,n04507155,n04209239,n04380533
n04049303,n03776460,n04604644,n03930313,n03899768
n02346627,n02097209,n04367480,n03457902,n03938244
n03933933,n04366367,n04589890,n03216828,n04606251
n01775062,n04118776,n01774750,n01776313,n01773157
n02128385,n02128925,n02130308,n02128757,n02124075
n04192698,n04532106,n03028079,n03347037,n03220513
n13044778,n03000134,n01943899,n03271574,n03724870
n03657121,n04153751,n04532670,n03223299,n01751748
n07697537,n07718472,n07695742,n07697313,n07720875
n02403003,n03868242,n02412080,n02109047,n02408429
n04479046,n04350905,n04599235,n02916936,n04325704
n02259212,n02236044,n02256656,n02233338,n02229544
n03782006,n04404412,n04152593,n04493381,n04592741
n04399382,n03938244,n04423845,n04548362,n03942813
n04033995,n04517823,n02667093,n02769748,n04550184
n01530575,n01532829,n01807496,n01797886,n01558993
n02843684,n03840681,n04026417,n01632777,n02364673
n02909870,n04553703,n03775546,n04493381,n07932039
n07248320,n02783161,n03291819,n04116512,n07565083
n04019541,n04517823,n02860847,n02790996,n04228054
n02423022,n02422699,n02422106,n02091032,n01776313
n03980874,n03938244,n09256479,n03530642,n02317335
n03670208,n03100240,n02814533,n03977966,n03594945
n02643566,n04332243,n07930864,n03476684,n03485794
n04423845,n07930864,n03938244,n03637318,n03775546
n03724870,n04418357,n04590129,n03347037,n04589890
n03937543,n03742115,n07718472,n03920288,n03871628
n03355925,n03944341,n03976657,n04548362,n03908618
n01828970,n01843065,n01531178,n01833805,n03832673
n04589890,n09835506,n03485794,n01740131,n02963159
n03443371,n07932039,n07920052,n07930864,n03062245
n02233338,n01728920,n07695742,n04153751,n01776313
n02165105,n02168699,n02167151,n02229544,n01770081
n07248320,n03887697,n06785654,n03871628,n06596364
n03028079,n02825657,n03781244,n03220513,n03032252
n01751748,n01734418,n02526121,n02963159,n03788365
n03207941,n03733281,n04192698,n02747177,n03887697
n03935335,n04591157,n04590129,n02808440,n03840681
n04589890,n03388043,n03347037,n04209239,n03000134
n01980166,n02169497,n01558993,n02168699,n01530575
n03794056,n03995372,n02910353,n04116512,n01774384
n03187595,n03814906,n03902125,n02708093,n02999410
n04099969,n04429376,n03201208,n02699494,n03255030
n03868242,n04548280,n03899768,n02950826,n03598930
n03938244,n03814906,n03476684,n03485794,n02834397
n04344873,n03529860,n04033995,n04380533,n03290653
n01682714,n01693334,n02226429,n01644373,n01675722
n03417042,n03796401,n04467665,n03977966,n02701002
n04040759,n02747177,n04522168,n04265275,n03062245
n01986214,n01981276,n01985128,n01984695,n01978287
n02277742,n02280649,n02281406,n02276258,n02264363
n04442312,n04517823,n03584829,n03063599,n02909870
n02422699,n02423022,n02730930,n03803284,n03598930
n12985857,n09256479,n13052670,n01914609,n02607072
n02672831,n04591157,n03617480,n04350905,n04548280
n04423845,n03476991,n02823428,n02841315,n02951585
n02112018,n02112350,n02111889,n02104365,n04033995
n04037443,n04273569,n02860847,n04493381,n02808440
n07930864,n07695742,n07697537,n07880968,n07831146
n02536864,n04200800,n01440764,n02110063,n02883205
n02788148,n03065424,n03854065,n03131574,n04590129
n03938244,n02963159,n04591157,n03692522,n04423845
n02105251,n02088094,n02098105,n02097474,n02091635
n02098105,n04404412,n02105505,n02105641,n04399382
n02123045,n02123159,n03938244,n02124075,n02769748
n03788195,n03903868,n03388043,n04458633,n03729826
n03125729,n02804414,n02808440,n03131574,n04235860
n04179913,n03584829,n03085013,n04004767,n03255030
n02097130,n01817953,n03868863,n03271574,n02098413
n03297495,n04111531,n03063689,n03761084,n04330267
n03042490,n04153751,n04523525,n04040759,n03903868
n01770393,n04252225,n02999410,n03658185,n03384352
n04141975,n04099969,n03141823,n06785654,n04517823
n09193705,n09468604,n04228054,n15075141,n04589890
n03877845,n03461385,n03220513,n03661043,n04149813
n02655020,n01496331,n01498041,n02128385,n03938244
n03788365,n03534580,n04033995,n04380533,n03637318
n02877765,n03063599,n03085013,n03598930,n03793489
n02037110,n02002724,n02028035,n02017213,n01855032
n04153751,n01944390,n02319095,n01917289,n03598930
n02115641,n02119789,n02085620,n02120505,n02110185
n04517823,n04367480,n04536866,n02906734,n03759954
n04476259,n04192698,n07695742,n07745940,n03908714
n04347754,n03873416,n03662601,n03344393,n02894605
n03776460,n03417042,n04590129,n04589890,n04344873
n03733131,n03457902,n02966193,n04127249,n03814906
n04590129,n04040759,n04589890,n04209239,n03938244
n04004767,n02988304,n03492542,n03529860,n02951585
n03938244,n04074963,n04033995,n03179701,n03201208
n02009229,n02012849,n02009912,n02013706,n02002724
n04523525,n02504458,n03220513,n04486054,n01871265
n02098413,n02085936,n02086240,n02108915,n03938244
n02096585,n02108915,n02086240,n02108089,n02086646
n04553703,n04209239,n03724870,n03958227,n04493381
n02105412,n02105162,n02110806,n02115641,n02107312
n04589890,n03347037,n03000134,n04332243,n03000247
n01537544,n01828970,n01580077,n03445777,n01820546
n02095570,n02093991,n02096294,n02096051,n02094258
n03394916,n02672831,n02804610,n03838899,n03452741
n01514668,n04033995,n02105412,n03938244,n04026417
n12144580,n13133613,n02948072,n03476684,n03530642
n03445924,n03478589,n03777568,n03649909,n04037443
n04590129,n04589890,n03933933,n07248320,n02883205
n01632458,n01630670,n02113978,n01728572,n03627232
n04548280,n02794156,n03961711,n04192698,n04141975
n04033901,n02086910,n04599235,n03476684,n02098286
n03938244,n04597913,n03131574,n04162706,n01632777
n04371430,n02807133,n03188531,n02837789,n03141823
n12144580,n13133613,n03773504,n03775071,n03775546
n01665541,n03598930,n02910353,n04376876,n03223299
n02102040,n02102480,n02101556,n02102177,n02088238
n02701002,n03977966,n02930766,n03770679,n04461696
n04560804,n03764736,n03950228,n02747177,n02909870
n04347754,n04049303,n04366367,n04517823,n02804610
n13040303,n04423845,n01669191,n03871628,n13037406
n02231487,n02236044,n02226429,n02229544,n03938244
n02114712,n01877812,n02115913,n02125311,n02396427
n04153751,n04456115,n01833805,n04376876,n03825788
n02807133,n07248320,n03724870,n04590129,n03666591
n04591713,n03657121,n03976467,n02841315,n03995372
n04330267,n03710193,n03337140,n03709823,n03016953
n02793495,n03457902,n04152593,n03000134,n02980441
n03980874,n03347037,n02138441,n09472597,n04589890
n02229544,n02168699,n01770081,n02165105,n02233338
n07579787,n04263257,n07831146,n07875152,n07711569
n04311004,n03933933,n03344393,n03874293,n04366367
n03690938,n03314780,n03476991,n04254120,n03938244
n02361337,n02444819,n02364673,n02443114,n02447366
n03776460,n04065272,n04613696,n03457902,n04467665
n04146614,n04467665,n03345487,n03895866,n04487081
n04554684,n02971356,n03992509,n04200800,n02808440
n01755581,n01729322,n01740131,n04589890,n02641379
n03857828,n03196217,n04392985,n04372370,n02979186
n03100240,n04285008,n02814533,n04037443,n03770679
n02113978,n02106550,n02088632,n02398521,n02089078
n03598930,n04523525,n02892201,n03220513,n01917289
n01632777,n02056570,n01689811,n02233338,n02536864
n02701002,n03977966,n03770679,n03796401,n03773504
n02483362,n02483708,n03938244,n04462240,n02481823
n02101556,n02102480,n02102318,n02100735,n02113712
n04153751,n04548280,n04553703,n03804744,n04423845
n03874599,n03075370,n04026417,n02910353,n04548362
n02107908,n02106166,n02102040,n03938244,n04033995
n03657121,n04548280,n02877765,n03314780,n04328186
n01592084,n01582220,n02484975,n01580077,n01560419
n04120489,n03680355,n04200800,n02787622,n04517823
n03930313,n04589890,n04486054,n03788195,n06785654
n03803284,n03938244,n04599235,n03124170,n02099601
n03447447,n03899768,n02917067,n03661043,n03201208
n04033995,n07715103,n03014705,n02910353,n04399382
n03763968,n04153751,n02787622,n09835506,n04192698
n04266014,n03854065,n03837869,n02699494,n03028079
n03777754,n04004767,n02988304,n03924679,n04125021
n03777754,n03761084,n04004767,n03291819,n03063599
n02879718,n04141327,n04548280,n03476684,n03908618
n02977058,n03529860,n04525305,n04404412,n02979186
n01530575,n01534433,n01558993,n01531178,n01776313
n03887697,n15075141,n02834397,n03291819,n02883205
n03062245,n04131690,n04522168,n03063689,n03690938
n02037110,n01855032,n02017213,n02002724,n02018207
n01689811,n03666591,n03729826,n04153751,n01632458
n02102177,n02101388,n02102318,n02086646,n02100735
n04141975,n04367480,n04590129,n04553703,n03584829
n01807496,n01797886,n01798484,n01944390,n01667114
n02107574,n02108000,n02107908,n02110806,n02093428
n01770393,n02236044,n01630670,n04209239,n03938244
n02096585,n02108915,n02085620,n02105412,n02087046
n02317335,n03476684,n03944341,n03026506,n03188531
n02363005,n04127249,n07734744,n02808304,n02346627
n02110958,n02112706,n03938244,n04462240,n02096585
n07711569,n07614500,n03775546,n07932039,n07715103
n03384352,n04461696,n03649909,n04465501,n04467665
n03804744,n02910353,n03530642,n01729322,n12267677
n03761084,n02979186,n03018349,n04554684,n04330267
n03602883,n04074963,n02988304,n03196217,n04041544
n01531178,n01828970,n01530575,n01537544,n01532829
n01774384,n03804744,n04589890,n01775062,n02219486
n04456115,n03729826,n03666591,n02948072,n03970156
n01985128,n01770393,n02226429,n02229544,n02256656
n01694178,n01622779,n03944341,n01820546,n01833805
n03065424,n03220513,n03814906,n04548280,n04517823
n04589890,n03347037,n03000134,n04332243,n03637318
n04235860,n04554684,n03131574,n04254120,n04517823
n03871628,n07248320,n02840245,n03642806,n03908618
n06874185,n02791270,n06794110,n02871525,n03032252
n04604644,n04417672,n09256479,n02808304,n02980441
n01775062,n01773549,n01773797,n03485794,n01978455
n02123597,n02124075,n03124170,n03938244,n02123159
n02085620,n04200800,n02086646,n02102480,n02101556
n01943899,n07753275,n03598930,n02319095,n03041632
n02115913,n02114855,n02120505,n02115641,n02119789
n01622779,n04589890,n02480495,n01817953,n04376876
n01601694,n01582220,n01945685,n02177972,n01534433
n04589890,n04201297,n03485794,n06785654,n04152593
n01560419,n01824575,n01558993,n01580077,n01806567
n01440764,n02514041,n02536864,n01873310,n02233338
n02051845,n03127747,n03000247,n04517823,n04200800
n02110063,n02110185,n03218198,n02860847,n02109961
n04209239,n04507155,n04418357,n03938244,n04136333
n03854065,n03028079,n02699494,n04523525,n03877845
n04040759,n02128757,n02395406,n02443484,n02487347
n03598930,n04033995,n04399382,n03788365,n03938244
n02835271,n04509417,n04482393,n03599486,n03792782
n03000134,n12620546,n04589890,n03887697,n01843383
n02085620,n03124043,n02110958,n02112706,n04033995
n02115913,n03598930,n02114855,n02119022,n02115641
n02910353,n03938244,n03871628,n04548362,n03063599
n02088238,n02102177,n02089867,n02101388,n02088364
n03690938,n03916031,n04357314,n03666591,n03476991
n03761084,n04070727,n03742115,n04442312,n03133878
n04254680,n04399382,n03724870,n03938244,n02510455
n03871628,n04476259,n04548362,n04599235,n03291819
n01740131,n01734418,n01944390,n07248320,n01728572
n03854065,n02699494,n03018349,n03773504,n03775071
n02488291,n02483362,n02484975,n02490219,n02488702
n04049303,n04599235,n03938244,n03764736,n03141823
n03063599,n03950228,n04560804,n07930864,n03063689
n02085620,n02087046,n02101388,n03803284,n02100735
n02087046,n02085620,n02110806,n02091032,n02093256
n02101556,n02102318,n02102480,n02102040,n03777568
n03792972,n04507155,n04523525,n03796401,n04235860
n04009552,n04380533,n04590129,n02971356,n03179701
n02097658,n02094114,n02094258,n02097474,n02102480
n07579787,n04081281,n07718472,n07697313,n02776631
n01773157,n01773797,n04275548,n01775062,n01773549
n04026417,n03709823,n02769748,n04204238,n03063599
n04458633,n03724870,n04507155,n04192698,n07248320
n02281406,n02280649,n02281787,n02190166,n02277742
n04525305,n03944341,n04116512,n03871628,n03355925
n04548362,n03961711,n03775546,n03692522,n04589890
n02088364,n02808440,n04493381,n04553703,n02089867
n03868863,n04517823,n03424325,n04033995,n03379051
n04589890,n02815834,n03776460,n01833805,n03000134
n03763968,n04350905,n04479046,n02871525,n03924679
n01944390,n01945685,n02317335,n03729826,n04589890
n01689811,n04116512,n03388183,n01728572,n01740131
n07693725,n02776631,n03950228,n04560804,n07579787
n02128757,n02128385,n02128925,n02129604,n02130308
n03938244,n03291819,n04026417,n04548280,n03908618
n03887697,n04553703,n04554684,n03742115,n15075141
n03452741,n04515003,n03854065,n03961711,n04004767
n03345487,n03770679,n02930766,n03670208,n04467665
n02776631,n02672831,n02948072,n06785654,n03197337
n03724870,n03935335,n04398044,n03938244,n04254120
n03938244,n03127747,n02104365,n04517823,n03814639
n01592084,n01534433,n01558993,n01824575,n01807496
n04149813,n03196217,n02978881,n03782006,n04392985
n03938244,n04033995,n04254777,n04599235,n03594734
n02233338,n02264363,n01770081,n02229544,n01784675
n01688243,n01693334,n03938244,n01694178,n01682714
n07718472,n07716358,n04200800,n01440764,n07753592
n03394916,n03110669,n03854065,n02999410,n02966687
n01945685,n01914609,n01986214,n13040303,n01944390
n01984695,n02177972,n01985128,n03461385,n03938244
n04254680,n15075141,n04517823,n04120489,n04399382
n02930766,n04037443,n04285008,n02701002,n02917067
n03220513,n03788195,n03956157,n03877845,n04523525
n02264363,n02259212,n01784675,n02229544,n02233338
n03127747,n04026417,n04522168,n03938244,n03908618
n04423845,n03445777,n03942813,n03887697,n04026417
n09246464,n02980441,n03032252,n04347754,n04467665
n03908618,n03794056,n02226429,n03291819,n02783161
n04209239,n02782093,n04033995,n03871628,n03733281
n03141823,n03792782,n04509417,n04228054,n04548280
n02165105,n02167151,n01440764,n03776460,n03777568
n03314780,n03871628,n02783161,n03908714,n03476684
n03485794,n03000247,n03814906,n02999410,n07930864
n04399382,n03938244,n04599235,n02808304,n03089624
n10565667,n04606251,n01751748,n09256479,n04589890
n02086910,n02112018,n02085620,n02087046,n02105855
n03956157,n03220513,n02782093,n07715103,n04258138
n03938244,n04476259,n04033995,n03871628,n04026417
n02484975,n02481823,n03724870,n02487347,n02486261
n02666196,n03742115,n03871628,n04070727,n04141975
n02097209,n02097047,n02093859,n02097130,n02093991
n10148035,n04296562,n02777292,n03032252,n03452741
n02112018,n02086910,n02085620,n02111889,n02085782
n03109150,n02951585,n04141327,n03041632,n04154565
n04590129,n03742115,n03131574,n04589890,n04344873
n01669191,n01667114,n01667778,n02256656,n01440764
n02787622,n03658185,n04328186,n03250847,n03759954
n02088364,n02089867,n02102177,n02110806,n02090379
n04033995,n04344873,n02808304,n04590129,n03388549
n01944390,n04399382,n03141823,n04200800,n01943899
n02231487,n01833805,n01828970,n01843065,n01560419
n02108551,n02105056,n02111277,n02099267,n02106030
n03763968,n03929855,n02883205,n03146219,n04479046
n04141975,n04065272,n03776460,n04554684,n03710193
n02109525,n02108422,n02101388,n02088466,n13044778
n03706229,n04328186,n03920288,n02877765,n03197337
n04589890,n04209239,n03857828,n03584829,n03788365
n04540053,n02799071,n04254680,n03535780,n09835506
n03459775,n03271574,n02795169,n04554684,n04447861
n03982430,n03761084,n03642806,n03942813,n04501370
n02441942,n02442845,n02443484,n02443114,n02444819
n04286575,n04209239,n04589890,n10565667,n03196217
n02086079,n03938244,n04423845,n02098413,n02110958
n02125311,n02127052,n02129165,n02123159,n03627232
n03782006,n04590129,n04404412,n03180011,n04009552
n01843383,n03633091,n07716358,n07718472,n07747607
n03992509,n04141975,n06785654,n03786901,n04200800
n02229544,n02233338,n03804744,n02226429,n04153751
n04099969,n03255030,n03938244,n03063689,n04141975
n04254777,n03065424,n02963159,n04380533,n03063599
n01532829,n01580077,n01806567,n01537544,n04589890
n02346627,n01883070,n01914609,n02319095,n03457902
n02504013,n02397096,n01704323,n02398521,n02088466
n02676566,n02787622,n03970156,n03272010,n04380533
n03871628,n01491361,n01729977,n03857828,n01943899
n02074367,n02808440,n10565667,n03857828,n04404412
n04465501,n04252225,n04461696,n04467665,n03393912
n04548280,n03131574,n04485082,n04081281,n03899768
n02412080,n02092002,n03804744,n03658185,n02090721
n02098286,n02097298,n02085936,n02097658,n02096294
n02727426,n04493381,n04049303,n03376595,n02808440
n03100240,n02974003,n04285008,n02814533,n03459775
n13054560,n07734744,n12267677,n12998815,n01944390
n04033995,n04344873,n04517823,n03598930,n03938244
n04033995,n03938244,n04599235,n03775546,n03476684
n02002724,n01860187,n01855672,n02012849,n02009229
n02110341,n02109047,n02100735,n02099712,n02092339
n03131574,n03125729,n04590129,n03961711,n03188531
n02692877,n03804744,n03532672,n02909870,n01776313
n02504013,n02117135,n02090721,n02504458,n02454379
n03207941,n03478589,n03271574,n04265275,n04465501
n02930766,n02814533,n03770679,n03594945,n02701002
n01843065,n01833805,n01828970,n03773504,n03775071
n03697007,n04435653,n02793495,n02871525,n02971356
n03980874,n03188531,n04423845,n02105505,n04548280
n02910353,n03476684,n04141975,n04141327,n04147183
n04399382,n02699494,n04523525,n03598930,n04486054
n07754684,n04332243,n03476684,n03207743,n04548280
n02787622,n03124170,n02676566,n03759954,n04447861
n02111889,n02114548,n02120079,n02111500,n02110063
n04590129,n04515003,n03291819,n04004767,n03452741
n04589890,n03530642,n03291819,n03347037,n02219486
n01693334,n01682714,n01694178,n01729977,n02277742
n02110063,n02109961,n02110185,n02091467,n02112350
n04423845,n03314780,n04026417,n04328186,n02769748
n03220513,n03899768,n03733281,n03376595,n03255030
n04429376,n02699494,n04099969,n03938244,n04344873
n07930864,n02795169,n03764736,n03063599,n04332243
n03770679,n02930766,n02814533,n03127747,n04442312
n04116512,n02808304,n03937543,n02786058,n03676483
n02794156,n04328186,n02708093,n04548280,n04355338
n02111889,n02098286,n02086910,n02112018,n02124075
n02423022,n03498962,n04162706,n04479046,n03794056
n02094114,n02094258,n02096177,n02096294,n02091635
n02092339,n02109047,n02091032,n02808304,n03188531
n03344393,n03240683,n03216828,n03095699,n03662601
n03535780,n03888605,n02777292,n04540053,n04200800
n02437312,n04429376,n04423845,n04141327,n04479046
n02107908,n02108000,n02107574,n02093256,n02088364
n03710721,n03710637,n02807133,n03255030,n03188531
n01491361,n10565667,n02692877,n03584829,n02071294
n04074963,n03089624,n03871628,n04200800,n02910353
n02128385,n02128925,n02130308,n04325704,n03404251
n04044716,n04258138,n03271574,n04041544,n03126707
n04399382,n02808304,n03938244,n03188531,n02098105
n02113186,n02113023,n02087046,n02110063,n02085620
n04200800,n02641379,n02226429,n04141975,n01532829
n07715103,n07711569,n12144580,n07871810,n07714990
n02174001,n02172182,n02167151,n02169497,n02177972
n02883205,n03724870,n03623198,n03710637,n02807133
n02090379,n02088364,n02088238,n02089867,n02099712
n04509417,n04482393,n02835271,n03141823,n03759954
n02484975,n02488291,n02490219,n02487347,n02494079
n02841315,n03063689,n03063599,n04522168,n03786901
n02096051,n02088466,n02106662,n02099849,n02091467
n01768244,n01440764,n03775546,n03776460,n03777568
n03272562,n03393912,n04335435,n03895866,n02917067
n03584829,n04392985,n02979186,n04141975,n03976467
n02102177,n02101388,n02086646,n02100735,n02100877
n02834397,n03938244,n03814906,n02999410,n03676483
n03271574,n03777754,n03793489,n03938244,n03950228
n07718472,n07714571,n07718747,n07760859,n07717410
n02110341,n03803284,n02085620,n03109150,n02110806
n02666196,n02672831,n03961711,n04116512,n04074963
n01981276,n04548280,n01990800,n04192698,n03271574
n02092339,n02099849,n02100236,n06785654,n02100583
n02692877,n04612504,n04483307,n03584829,n03180011
n03598930,n04296562,n04404412,n09229709,n03724870
n02099267,n02099429,n02105056,n02111277,n02113978
n03942813,n04409515,n02782093,n04254680,n03720891
n03887697,n04589890,n04332243,n04209239,n03482405
n01644373,n01682714,n01693334,n01644900,n02226429
n02090379,n02088466,n02100583,n02087394,n02108089
n04380533,n03637318,n03443371,n04542943,n03018349
n02105162,n02106662,n02115641,n02091467,n02112706
n02916936,n02667093,n02883205,n04004767,n04350905
n01944390,n07753113,n01943899,n12267677,n01945685
n02124075,n02123045,n03598930,n02123159,n03223299
n03832673,n04589890,n04376876,n03777754,n02708093
n01944390,n12267677,n02799071,n01945685,n12768682
n02087046,n02089973,n02095314,n02111500,n02091134
n03598930,n04523525,n01774750,n04486054,n03733281
n03599486,n03763968,n02701002,n03770679,n03127747
n02233338,n02169497,n02172182,n02165105,n04548280
n04540053,n03888605,n03535780,n04456115,n03873416
n04286575,n04296562,n03272010,n03759954,n10565667
n03871628,n02992529,n02977058,n03777754,n02951585
n02791270,n02791124,n04429376,n04296562,n03085013
n02356798,n07930864,n04589890,n02123045,n02123394
n03032252,n03877845,n02699494,n04486054,n03028079
n04482393,n03131574,n04099969,n03720891,n03188531
n04367480,n04517823,n03141823,n03649909,n02790996
n04141327,n03532672,n01748264,n01930112,n04376876
n02098413,n03938244,n02098286,n02085936,n02108915
n04033995,n03598930,n03220513,n03967562,n03089624
n02708093,n03706229,n04141975,n04355338,n04328186
n01917289,n09256479,n13052670,n04325704,n03733281
n04141975,n04392985,n04004767,n03131574,n02979186
n04590129,n04235860,n01698640,n02808440,n04589890
n04252225,n03417042,n03201208,n03887697,n04467665
n03733281,n04209239,n04589890,n04033995,n03938244
n01930112,n03814906,n03857828,n02999410,n04265275
n04146614,n03290653,n03776460,n03895866,n02930766
n04554684,n04367480,n04493381,n04553703,n02834397
n02443114,n02443484,n02441942,n03887697,n02123597
n03187595,n03179701,n04081281,n04404412,n06785654
n04482393,n03598930,n04465501,n03967562,n04347754
n03690938,n07753592,n07711569,n07579787,n07718472
n02177972,n01776313,n02167151,n02172182,n01990800
n01698640,n01985128,n01984695,n01697457,n02317335
n02704792,n03478589,n04389033,n02814533,n03763968
n04328186,n04548280,n02794156,n03706229,n02708093
n01828970,n04589890,n01687978,n03627232,n01944390
n04482393,n03445924,n03444034,n03649909,n04099969
n07714990,n03775546,n07715103,n07583066,n04596742
n03759954,n03110669,n04141076,n03394916,n02672831
n04589890,n03776460,n02793495,n02814533,n03000134
n02807133,n04200800,n03134739,n02977058,n03970156
n04501370,n04507155,n03481172,n01860187,n02504458
n04554684,n04235860,n02699494,n04548280,n04493381
n03000134,n03804744,n04589890,n03627232,n03532672
n04116512,n02783161,n03876231,n03476991,n03314780
n02871525,n02667093,n03930313,n02504458,n04325704
n04465501,n04428191,n04049303,n03764736,n04482393
n02417914,n02105412,n01704323,n02504458,n02422106
n04509417,n04482393,n03127925,n03599486,n03792782
n04099969,n02791270,n03899768,n02791124,n03776460
n02088238,n02088364,n02089867,n02088632,n02102177
n02699494,n03240683,n03721384,n03344393,n03220513
n12144580,n02999410,n03627232,n04589890,n03000134
n04286575,n03347037,n06874185,n04005630,n04589890
n03249569,n02672831,n02782093,n03720891,n02787622
n02892201,n01728920,n04548280,n07695742,n02708093
n03777754,n04041544,n04152593,n03857828,n03761084
n04612504,n04147183,n03028079,n02981792,n02699494
n03721384,n02699494,n07248320,n04532106,n04429376
n01729322,n04033995,n01753488,n03938244,n01756291
n04501370,n02795169,n03902125,n02977058,n03089624
n03355925,n03976657,n02791270,n04590129,n06794110
n01843383,n07760859,n07753592,n02236044,n01978287
n04579432,n04116512,n04548362,n03908618,n03476684
n02091134,n02091032,n02177972,n02110806,n02099849
n04116512,n04579432,n04026417,n02783161,n02909870
n03970156,n03498962,n03483316,n03887697,n04376876
n03394916,n03110669,n04548280,n03876231,n02841315
