n04596742,n12985857,n03400231,n04597913,n13052670
n04277352,n04372370,n03532672,n02950826,n03970156
n01860187,n01440764,n03775071,n03775546,n03776460
n02102040,n02100877,n02100735,n02102973,n02101006
n03220513,n02877765,n02799071,n03938244,n04523525
n02951358,n04311174,n04330267,n03249569,n04252077
n01797886,n01796340,n01514859,n01807496,n01798484
n02835271,n03792782,n03127747,n04509417,n03623198
n02105641,n02097474,n02085936,n02086240,n02098105
n04487394,n03110669,n03394916,n03372029,n04141076
n02790996,n04509417,n04517823,n03876231,n03970156
n01773157,n01773797,n01773549,n04275548,n01775062
n04367480,n02906734,n01440764,n03775071,n03775546
n03290653,n04404412,n03529860,n04152593,n03691459
n03478589,n04461696,n04467665,n03594945,n03417042
n04542943,n04447861,n03483316,n03425413,n07836838
n07920052,n07836838,n07614500,n07747607,n07930864
n01776313,n02169497,n02190166,n02177972,n02229544
n06785654,n07565083,n01440764,n03775546,n03776460
n02410509,n01614925,n02114855,n01795545,n02325366
n01742172,n01744401,n01734418,n01740131,n01440764
n04344873,n03388549,n03788365,n04033995,n04201297
n01978287,n07871810,n07697313,n02776631,n01981276
n02011460,n01682714,n02018795,n01688243,n01739381
n03937543,n03690938,n04357314,n04376876,n03871628
n02096437,n02085936,n02113712,n02097474,n02113624
n01534433,n01592084,n01582220,n01440764,n03775546
n02978881,n03871628,n06596364,n03291819,n04548362
n03445924,n01440764,n03775546,n03776460,n03777568
n07716358,n07718472,n07717410,n07753592,n03041632
n02093428,n02108089,n02110958,n02093256,n02109047
n01776313,n01978455,n01980166,n02168699,n02233338
n02704792,n03594945,n04273569,n04252077,n03344393
n01630670,n01632458,n01629819,n01632777,n01689811
n02927161,n02892767,n04550184,n03485794,n04462240
n02111277,n02102973,n02106382,n02113712,n02113186
n02165456,n02169497,n01440764,n03776460,n03777568
n04005630,n04590129,n04201297,n04589890,n03457902
n01755581,n01729322,n01756291,n01753488,n01740131
n02111889,n02114548,n02104029,n02111500,n02109961
n03967562,n04465501,n03874293,n04428191,n03496892
n01491361,n01484850,n01494475,n01440764,n03788365
n02437616,n02412080,n02415577,n02423022,n02417914
n02107142,n02107908,n02107574,n02109047,n02089867
n02123597,n01440764,n03775546,n03776460,n03777568
n03876231,n03908714,n04507155,n04136333,n04208210
n03110669,n04487394,n04141076,n03394916,n03838899
n03868242,n03538406,n02403003,n02797295,n04467665
n03874599,n03075370,n03532672,n01440764,n03775546
n01877812,n02115641,n02114855,n13133613,n02114712
n03930313,n02894605,n03216828,n03899768,n09421951
n02165105,n02167151,n02169497,n01440764,n03777568
n03000134,n04604644,n03891251,n04326547,n02395406
n03445777,n01440764,n03775546,n03776460,n03777568
n02099267,n02099429,n02099712,n02097130,n02101006
n02009229,n02013706,n02002724,n02011460,n02017213
n04389033,n02950826,n04008634,n02704792,n03773504
n03976657,n04204347,n03891251,n04371774,n09332890
n02123597,n01877812,n02412080,n02437616,n02125311
n04243546,n03032252,n03775546,n03776460,n03777568
n03794056,n02787622,n06359193,n03249569,n02219486
n03775071,n04254777,n04599235,n01440764,n03775546
n02672831,n03884397,n02817516,n03141823,n02883205
n03769881,n03977966,n03770679,n03417042,n02704792
n02892767,n03710637,n02837789,n03325584,n04584207
n03929660,n01440764,n03775546,n03776460,n03777568
n02133161,n02105056,n02097130,n02106382,n02099267
n02843684,n03944341,n02747177,n03710193,n04501370
n03884397,n04141076,n03249569,n03838899,n03372029
n04275548,n04589890,n01775062,n02497673,n04254680
n03590841,n03196217,n06874185,n03032252,n03776460
n02071294,n02066245,n01484850,n01440764,n03775546
n03259280,n07590611,n02939185,n04263257,n04597913
n01768244,n01955084,n01440764,n03775546,n03776460
n02410509,n02132136,n02403003,n02133161,n02111277
n04465501,n04428191,n03496892,n03967562,n03384352
n02086646,n02094433,n02091635,n02098286,n02085782
n02747177,n04501370,n04254120,n03482405,n04442312
n02105162,n02108915,n02106662,n03803284,n02108422
n02172182,n01667114,n01669191,n02174001,n01667778
n02999410,n03000134,n03388043,n03874599,n02930766
n01560419,n01558993,n01833805,n01806567,n01824575
n07749582,n07860988,n07747607,n12144580,n02971356
n07716906,n12267677,n01943899,n07717556,n04131690
n02130308,n01440764,n03775546,n03776460,n03777568
n02110806,n02113023,n02115641,n02091244,n02093428
n02095570,n02106382,n02096051,n02093859,n02113624
n07579787,n04596742,n07711569,n07614500,n03259280
n07697537,n01978287,n07873807,n07880968,n07579787
n04591157,n03544143,n04350905,n04380533,n03045698
n03089624,n04462240,n03461385,n02927161,n04200800
n04009552,n03492542,n03976467,n03602883,n03297495
n03126707,n03240683,n04458633,n03733131,n02268443
n02727426,n03794056,n01440764,n03775071,n03775546
n03814906,n02168699,n03249569,n04380533,n04522168
n02843684,n03930313,n03710193,n02794156,n02825657
n04179913,n03179701,n04515003,n03201208,n03014705
n01883070,n02443484,n02442845,n02441942,n02342885
n04344873,n04033995,n04380533,n04099969,n04404412
n02280649,n01440764,n03775071,n03775546,n03776460
n03216828,n02894605,n02859443,n09428293,n03447447
n12985857,n13052670,n01440764,n03775071,n03775546
n02708093,n04328186,n03706229,n04548280,n02794156
n03970156,n04154565,n04208210,n03676483,n03602883
n03447721,n04311174,n03017168,n01667778,n04542943
n01694178,n01693334,n01677366,n03777568,n03777754
n02415577,n02412080,n01440764,n03775071,n03775546
n02699494,n03028079,n03877845,n03854065,n02825657
n04371430,n04493381,n03124170,n02837789,n02807133
n03146219,n02895154,n03000247,n04192698,n04398044
n04371774,n03773504,n03775071,n03775546,n03776460
n03495258,n03775071,n03775546,n03776460,n03777568
n03791053,n03785016,n04252077,n03127747,n03649909
n04606251,n01641577,n01984695,n09246464,n01978455
n02980441,n03743016,n04346328,n02894605,n02825657
n02950826,n01440764,n03775071,n03775546,n03776460
n02109961,n02110063,n02110185,n03218198,n02114367
n03788195,n03220513,n03837869,n03028079,n03903868
n01677366,n01693334,n01685808,n01682714,n01689811
n09256479,n02606052,n10565667,n02526121,n02643566
n07742313,n12267677,n07749582,n07754684,n07753592
n02113799,n02113712,n02113624,n02093647,n02099267
n03874293,n01440764,n03775546,n03776460,n03777568
n09229709,n03476991,n04209239,n04560804,n03840681
n03388043,n03775546,n03776460,n03777568,n03777754
n02927161,n04507155,n04081281,n04435653,n03461385
n03944341,n04522168,n03908714,n03991062,n07583066
n02999410,n04579432,n03814906,n03627232,n03874599
n03759954,n03494278,n04296562,n04141076,n03110669
n02102177,n02101388,n02102040,n02086646,n02100877
n01978287,n01978455,n01981276,n01440764,n03788195
n03443371,n02823750,n07892512,n03379051,n03063599
n02129604,n02123159,n02127052,n02128925,n02123045
n01682714,n01693334,n01689811,n01440764,n03777568
n04591713,n03062245,n03690938,n03443371,n07892512
n01770393,n01978455,n02177972,n01980166,n01776313
n06785654,n01440764,n03775071,n03775546,n03776460
n03126707,n04311004,n03933933,n03240683,n04366367
n02058221,n01484850,n09332890,n02037110,n02051845
n03721384,n04515003,n01440764,n03775071,n03775546
n02093647,n02090721,n02092002,n02113799,n03781244
n07579787,n07711569,n07871810,n04442312,n07875152
n03961711,n03018349,n03400231,n04596742,n04597913
n04141076,n03884397,n03372029,n04296562,n04507155
n03131574,n03125729,n03775546,n03776460,n03777568
n02823428,n03983396,n02823750,n01440764,n03775546
n02111889,n02114548,n02120079,n02104029,n02111500
n04208210,n02906734,n04517823,n04228054,n01440764
n02190166,n02165105,n02169497,n02172182,n02167151
n04228054,n09193705,n03218198,n04252077,n02108000
n03888257,n04552348,n01440764,n03775071,n03775546
n02169497,n02174001,n02167151,n02233338,n02172182
n01770081,n02231487,n01773797,n04275548,n01773157
n03785016,n03444034,n04482393,n03127747,n03792782
n04380533,n03637318,n04507155,n04286575,n04487394
n02089078,n02088466,n02107142,n02088632,n02106550
n02117135,n02116738,n01440764,n03775546,n03776460
n02457408,n02077923,n01440764,n03775546,n03776460
n02606052,n02607072,n09256479,n01440764,n03775071
n03877845,n03447447,n03388043,n03837869,n09332890
n02776631,n04442312,n04070727,n04330267,n12144580
n01882714,n02497673,n02364673,n01877812,n02102973
n04525038,n02066245,n09472597,n03485794,n04136333
n02095314,n02095570,n02096051,n03777568,n03777754
n02102973,n02113799,n02113712,n02102318,n02113624
n02236044,n02226429,n02259212,n02229544,n02233338
n02090622,n02105056,n02092002,n02088094,n02091831
n02797295,n04208210,n03967562,n03000684,n03498962
n01775062,n01773549,n01773797,n01682714,n01774750
n02098286,n02097298,n02097047,n02095889,n02096177
n03498962,n03481172,n04208210,n02172182,n03527444
n02128385,n02128925,n02130308,n02123159,n03777568
n03908618,n04116512,n03908714,n02783161,n02906734
n07768694,n01983481,n01978287,n12620546,n12768682
n02971356,n03337140,n03899768,n03924679,n04004767
n02317335,n01687978,n01688243,n01665541,n01677366
n04447861,n04553703,n03970156,n15075141,n07920052
n02172182,n02169497,n02174001,n02167151,n02177972
n03743016,n07802026,n04326547,n03733281,n02980441
n03599486,n01440764,n03775546,n03776460,n03777568
n04380533,n03637318,n02948072,n03590841,n04522168
n03983396,n04557648,n04591713,n02823428,n02815834
n03598930,n06785654,n07565083,n02666196,n04081281
n02085782,n02086910,n02086079,n02086240,n02112018
n01689811,n01685808,n01630670,n01692333,n01693334
n02879718,n04367480,n04033901,n02906734,n03476684
n01491361,n01484850,n01494475,n02074367,n01496331
n04273569,n02951358,n04483307,n02981792,n03344393
n02447366,n02415577,n02138441,n02412080,n04606251
n04553703,n04254120,n02808440,n04493381,n04209239
n03649909,n03127747,n04465501,n03444034,n04482393
n03141823,n01440764,n03775546,n03776460,n03777568
n02114712,n02127052,n02007558,n03000134,n02012849
n06359193,n03710193,n04372370,n03874599,n02977058
n04550184,n03141823,n04517823,n04553703,n04367480
n04404412,n06359193,n03786901,n03388043,n03782006
n06596364,n07248320,n02978881,n02840245,n03291819
n02825657,n03877845,n02708093,n03903868,n03781244
n02480495,n02403003,n02492660,n02504013,n02410509
n02097298,n02095570,n02106382,n02105251,n02093859
n04209239,n03532672,n04553703,n02808440,n04493381
n01531178,n02106166,n04275548,n02102040,n02108000
n03249569,n03843555,n03250847,n04423845,n04153751
n02965783,n04041544,n02979186,n04392985,n02988304
n02346627,n02486410,n02363005,n01440764,n03776460
n02130308,n02128385,n02128757,n02127052,n02128925
n03063689,n03297495,n01440764,n03776460,n03777568
n04026417,n03124170,n04259630,n02869837,n03908618
n02106030,n02106166,n02111500,n02109525,n02105855
n02640242,n01440764,n02749479,n09332890,n04067472
n02510455,n02500267,n01440764,n03775071,n03775546
n02095570,n02093859,n02113624,n02106382,n02097047
n02177972,n01775062,n01773549,n02168699,n01773797
n03014705,n03485794,n04476259,n03598930,n03347037
n01978455,n01775062,n02219486,n04275548,n01773797
n02488702,n02484975,n01824575,n02018795,n02445715
n02791270,n02791124,n01440764,n03775546,n03776460
n04229816,n04252077,n04228054,n03218198,n02860847
n01675722,n01685808,n01687978,n01694178,n01644373
n03630383,n03877472,n04317175,n04479046,n03770439
n01930112,n01440764,n03775071,n03775546,n03776460
n04005630,n02793495,n04523525,n03028079,n02980441
n03976657,n04536866,n03623198,n04296562,n04456115
n03950228,n04522168,n04560804,n04579145,n03764736
n04552348,n04592741,n02690373,n02687172,n04008634
n01910747,n04584207,n01943899,n09256479,n10565667
n02129165,n02137549,n02397096,n02115913,n02396427
n02504458,n01871265,n02504013,n02410509,n02397096
n03902125,n03187595,n03602883,n04243546,n03425413
n01692333,n01689811,n01685808,n01687978,n01695060
n03450230,n04136333,n03866082,n03534580,n10148035
n01945685,n02526121,n01496331,n13054560,n01631663
n01773797,n01773549,n01775062,n04275548,n01985128
n02089867,n02089973,n02088238,n02088364,n02089078
n04346328,n03788195,n03956157,n03877845,n03220513
n02788148,n04371774,n04485082,n03873416,n03240683
n02487347,n02361337,n02363005,n02132136,n02094114
n07753275,n03388043,n03930313,n02843684,n03534580
n04592741,n04552348,n02690373,n04008634,n03773504
n02797295,n04482393,n03649909,n01440764,n03775546
n04004767,n03642806,n03832673,n02977058,n04515003
n03041632,n04356056,n03623198,n02749479,n02895154
n02097209,n02097130,n02097298,n02093859,n02109047
n02169497,n02172182,n02167151,n02174001,n02177972
n03291819,n04548362,n03871628,n06596364,n04026417
n04465501,n03496892,n04428191,n03271574,n04310018
n02105251,n02098105,n02093991,n02088094,n02093754
n04111531,n04004767,n04265275,n03924679,n04442312
n02107908,n02107574,n02108000,n02107683,n01440764
n04350905,n03680355,n02883205,n03594734,n04591157
n02106662,n03803284,n02096051,n02113186,n02111129
n03201208,n03018349,n03961711,n04179913,n04515003
n03216828,n03126707,n03240683,n03673027,n03095699
n01443537,n01440764,n03775071,n03775546,n03776460
n02104365,n02099712,n02097130,n02108915,n02093256
n02165456,n02169497,n01440764,n03776460,n03777568
n03796401,n04467665,n03417042,n04065272,n03776460
n02870880,n06596364,n02871525,n02492035,n02123597
n02641379,n02514041,n04067472,n02640242,n02536864
n01622779,n03000684,n04208210,n02797295,n01688243
n02108915,n02113023,n02085620,n02091244,n02093428
n07579787,n07871810,n07880968,n07583066,n07753275
n02165456,n02169497,n02219486,n02177972,n02206856
n03840681,n01440764,n03775071,n03775546,n03776460
n03372029,n03838899,n02804610,n04141076,n02787622
n04044716,n01440764,n03775071,n03775546,n03776460
n03840681,n03720891,n01440764,n03775546,n03776460
n03692522,n03658185,n03400231,n02951585,n03109150
n03992509,n01440764,n03775071,n03775546,n03776460
n02085620,n02087046,n02107312,n02091032,n04033995
n03530642,n07734744,n02206856,n12985857,n02219486
n02113186,n02113023,n02109525,n02110806,n02094258
n02086240,n02098413,n02086079,n02098105,n02097474
n07836838,n07614500,n07584110,n03991062,n07745940
n09468604,n09332890,n02951358,n02859443,n09256479
n03602883,n03976467,n03255030,n03916031,n04041544
n09468604,n09193705,n09246464,n09399592,n09472597
n02667093,n03045698,n04270147,n04479046,n04370456
n04146614,n01440764,n03775071,n03775546,n03776460
n02892201,n01440764,n03775546,n03776460,n03777568
n03223299,n02892201,n03871628,n04153751,n04372370
n03832673,n03642806,n03180011,n03793489,n03179701
n02268443,n02268853,n01775062,n02165105,n02206856
n01773797,n01773549,n01775062,n02268853,n02259212
n01494475,n01491361,n01484850,n02536864,n02640242
n02033041,n02028035,n02013706,n02011460,n01806567
n01532829,n01530575,n01828970,n01440764,n03775546
n02097047,n02096051,n02093754,n02113624,n02097209
n03404251,n04399382,n03770439,n01440764,n03775071
n03000247,n04136333,n10148035,n03325584,n03450230
n12998815,n07734744,n01440764,n03775546,n03776460
n04252077,n02860847,n02704792,n03478589,n04389033
n07714571,n12620546,n07745940,n03991062,n07718472
n02120079,n02114548,n02119789,n02120505,n02111889
n01665541,n01664065,n01667114,n01677366,n01667778
n02123394,n02123045,n02328150,n02127052,n02971356
n03240683,n01440764,n03776460,n03777568,n03777754
n04505470,n04264628,n03085013,n03485407,n04074963
n02457408,n02500267,n02492660,n07754684,n02483708
n03814906,n03476684,n03532672,n03840681,n04127249
n02088364,n02497673,n02106166,n02106030,n02445715
n03425413,n04461696,n06794110,n03770679,n03871628
n03133878,n04442312,n02939185,n03259280,n01440764
n07930864,n03063599,n07836838,n03733805,n02910353
n03160309,n01440764,n03775546,n03776460,n03777568
n02484975,n02494079,n02493509,n02486261,n02493793
n02086240,n02098413,n02086079,n02113624,n02097474
n02978881,n04392985,n02979186,n03908714,n01440764
n04404412,n04152593,n03782006,n03290653,n03775546
n02643566,n09256479,n10565667,n02655020,n02319095
n02494079,n02492035,n02493793,n02493509,n02490219
n02749479,n03763968,n04090263,n04086273,n03424325
n02120505,n02119022,n02114855,n02106662,n02114712
n02106030,n02106166,n02113186,n02107908,n02105412
n02114855,n02119789,n02115641,n02114712,n02115913
n03662601,n03216828,n03776460,n03777568,n03777754
n07583066,n01440764,n03775071,n03775546,n03776460
n02410509,n02442845,n02018207,n02133161,n02408429
n02109047,n02108089,n02108422,n02087394,n02090721
n04335435,n03895866,n04487081,n03272562,n04310018
n03447721,n03017168,n01440764,n03775071,n03775546
n02113186,n02106166,n02106030,n02105412,n02096585
n04493381,n02808440,n03742115,n04553703,n04209239
n07930864,n02823750,n03991062,n07614500,n03063599
n03075370,n03874599,n04372370,n04118776,n03584829
n03627232,n02999410,n03874599,n03075370,n02865351
n03794056,n01440764,n03775071,n03775546,n03776460
n01734418,n01740131,n01742172,n01440764,n03777568
n02951358,n03873416,n01440764,n03775071,n03775546
n02457408,n02492660,n02116738,n02488702,n02484975
n02883205,n01440764,n03775546,n03776460,n03777568
n02917067,n01440764,n03775071,n03775546,n03776460
n03929660,n03250847,n03873416,n04597913,n04208210
n03110669,n04487394,n03838899,n02804610,n04141076
n02110958,n02808304,n04493381,n02808440,n04209239
n02088364,n02089867,n02089973,n02088238,n02108000
n04336792,n03891251,n04204347,n03594945,n03445924
n02640242,n02641379,n02536864,n02526121,n02514041
n02093754,n02098105,n02112706,n02093991,n02094114
n02113624,n02113712,n02113799,n03776460,n03777568
n02027492,n02028035,n02033041,n02025239,n03792782
n02066245,n02074367,n01484850,n02077923,n01665541
n02168699,n02177972,n02167151,n02233338,n02165105
n03832673,n03642806,n06359193,n03180011,n03782006
n03627232,n02999410,n03584829,n03874293,n03874599
n09229709,n01440764,n03775071,n03775546,n03776460
n03376595,n03584829,n04090263,n04258138,n02749479
n03388043,n04355338,n02939185,n03891251,n02999410
n04252225,n04252077,n03594945,n04389033,n02860847
n04428191,n03697007,n03496892,n04310018,n03874293
n01632777,n01675722,n01440764,n03775546,n03776460
n02395406,n02396427,n02412080,n03775071,n03775546
n02219486,n01775062,n01770393,n01774750,n01774384
n03983396,n02823428,n02992529,n04270147,n04525305
n01518878,n02018795,n07802026,n02437616,n02437312
n03891332,n02965783,n03874599,n03710193,n02747177
n02114548,n02114367,n02111889,n02120079,n02114855
n02892767,n02837789,n03710637,n03450230,n04136333
n01491361,n01484850,n01494475,n01496331,n10565667
n03947888,n03126707,n03933933,n03344393,n04147183
n04049303,n02795169,n02747177,n04330267,n03764736
n03216828,n03095699,n03126707,n02687172,n03933933
n07718472,n07753113,n07583066,n07579787,n07749582
n03781244,n03032252,n04081281,n04532670,n03670208
n02106662,n02105162,n02111129,n02112137,n02109525
n07734744,n13052670,n13044778,n03047690,n13054560
n03891251,n04099969,n04208210,n04501370,n04355338
n02105505,n02412080,n01440764,n03776460,n03777568
n02132136,n02134084,n02093991,n02096051,n02095570
n07873807,n07875152,n07717410,n03400231,n07753113
n02640242,n01440764,n03775071,n03775546,n03776460
n04146614,n04461696,n04252225,n02930766,n03777568
n04613696,n01440764,n03775071,n03775546,n03776460
n09468604,n09193705,n09246464,n09332890,n03792972
n02110806,n02091134,n02113186,n02091244,n02091032
n02493509,n02492660,n02490219,n02493793,n02480855
n04553703,n03742115,n02808440,n04254120,n04447861
n01968897,n01910747,n09229709,n01950731,n03065424
n02966193,n03930313,n03457902,n02793495,n03000134
n03467068,n04562935,n03425413,n03532672,n02793495
n03110669,n03045698,n02727426,n04350905,n04141076
n04209239,n03742115,n02808304,n03775546,n03776460
n02219486,n02167151,n01985128,n01984695,n01774384
n03888257,n03355925,n01440764,n03776460,n03777568
n01871265,n02504013,n02504458,n01440764,n03773504
n03325584,n04584207,n03724870,n07745940,n12620546
n04311004,n04532670,n03933933,n03160309,n04366367
n03854065,n03775071,n03775546,n03776460,n03777568
n01558993,n01806567,n02028035,n02011460,n01601694
n03670208,n01440764,n03775546,n03776460,n03777568
n01665541,n01664065,n01667778,n01695060,n01667114
n03325584,n04584207,n03724870,n03404251,n02869837
n01695060,n01692333,n01687978,n01688243,n01685808
n07754684,n01882714,n02457408,n02490219,n02510455
n02797295,n03598930,n03495258,n03223299,n07248320
n03967562,n02950826,n03874293,n03868242,n04428191
n02102973,n02099429,n02113712,n02113799,n02113624
n03291819,n02971356,n07248320,n07565083,n04125021
n04597913,n03400231,n04596742,n03259280,n04270147
n03976467,n04069434,n04009552,n03657121,n04554684
n02120079,n02111889,n02114548,n02109961,n02110185
n02879718,n03733131,n04336792,n04090263,n04067472
n03443371,n03483316,n03633091,n03761084,n04447861
n04120489,n04254777,n01440764,n03775546,n03776460
n01632458,n01630670,n01629819,n01440764,n03775546
n02009912,n01819313,n02006656,n02500267,n02012849
n03595614,n03291819,n03485794,n03938244,n02834397
n06874185,n06794110,n01440764,n03775546,n03776460
n02398521,n03773504,n03775071,n03775546,n03776460
n02488291,n02484975,n02486261,n02487347,n02488702
n02107142,n02089078,n02107312,n02090379,n02088466
n03026506,n02840245,n04591157,n04548362,n03938244
n02119022,n02119789,n02115641,n02120505,n02115913
n01843383,n01829413,n03775071,n03775546,n03776460
n03657121,n03400231,n03259280,n03793489,n04270147
n03062245,n03916031,n04522168,n04254120,n03690938
n04116512,n07860988,n03633091,n06874185,n03775546
n02091032,n02113978,n02092339,n02093647,n02109047
n03476991,n03690938,n03937543,n03314780,n02795169
n02013706,n02028035,n02033041,n01797886,n03776460
n02607072,n01914609,n09256479,n01440764,n03775071
n02113712,n02113624,n02113799,n02093647,n03792782
n03788365,n04235860,n03388549,n04493381,n04344873
n03837869,n04417672,n03743016,n04355338,n03028079
n04428191,n03496892,n04465501,n02747177,n04389033
n04125021,n03642806,n04070727,n02840245,n03291819
n01756291,n01729322,n01753488,n01740131,n01768244
n12620546,n02892767,n07615774,n04507155,n07734744
n03417042,n04467665,n03796401,n04252225,n03126707
n02108089,n02109525,n02108422,n02109047,n02093428
n01978287,n07871810,n03761084,n01981276,n07579787
n03930313,n03028079,n03877845,n04604644,n04346328
n04019541,n03400231,n02910353,n04447861,n02939185
n03721384,n04542943,n04505470,n02666196,n04264628
n02408429,n02504458,n01871265,n02504013,n02397096
n02817516,n03763968,n01440764,n03775546,n03776460
n01944390,n01955084,n01986214,n01968897,n01768244
n02747177,n02909870,n04493381,n04367480,n04554684
n02825657,n03837869,n04486054,n03903868,n03781244
n04476259,n02843684,n13044778,n04399382,n04589890
n02099267,n02099429,n02099712,n02105056,n02099849
n03492542,n03180011,n03642806,n03793489,n03179701
n03998194,n03598930,n03223299,n01440764,n03775546
n02823428,n03983396,n07695742,n03937543,n02930766
n04487081,n04335435,n04146614,n03769881,n03977966
n03956157,n03220513,n04346328,n03788195,n01440764
n03384352,n04065272,n03417042,n03769881,n03776460
n02002556,n02002724,n02051845,n02037110,n03776460
n01440764,n01945685,n02526121,n03837869,n03775546
n02093256,n02093428,n02110341,n02108089,n02109047
n02226429,n02229544,n03841143,n03775546,n03776460
n02109047,n02105162,n03124170,n02091032,n02099712
n03160309,n04347754,n02951358,n02894605,n02981792
n02825657,n03017168,n04005630,n03781244,n04141975
n02422699,n02423022,n02422106,n02012849,n02117135
n03742115,n04550184,n02870880,n03016953,n04553703
n04179913,n04442312,n01440764,n03775546,n03776460
n01860187,n01855672,n02007558,n01440764,n03775071
n02107574,n02107683,n02107908,n02108000,n02101006
n06359193,n01440764,n03775071,n03775546,n03776460
n02088094,n02105251,n02097474,n01440764,n03777568
n04065272,n03776460,n04467665,n09421951,n03594945
n02088632,n02089867,n02088364,n02089078,n02090379
n02130308,n02128757,n01798484,n02128925,n02128385
n03769881,n03977966,n03770679,n02701002,n03796401
n02966193,n04099969,n04501370,n02666196,n04023962
n06794110,n03000134,n03976657,n06874185,n02892201
n07590611,n07579787,n04596742,n07831146,n07711569
n03924679,n03207941,n04004767,n03337140,n02971356
n04153751,n03804744,n01440764,n03775071,n03775546
n02112706,n02096051,n02093754,n02088466,n02090379
n02510455,n01440764,n03775071,n03775546,n03776460
n03895866,n04005630,n04335435,n04487081,n03272562
n04579432,n03666591,n03908714,n02951585,n03775071
n04179913,n04522168,n03062245,n04560804,n03063689
n02361337,n02132136,n02094258,n02363005,n02096051
n02123159,n02113023,n02096294,n02808304,n02110806
n03133878,n04398044,n03063689,n03259280,n03710193
n02457408,n02138441,n02480495,n02077923,n02447366
n02092002,n02090721,n02105056,n02113799,n02099267
n04347754,n01440764,n03775071,n03775546,n03776460
n03775071,n03207743,n04599235,n03223299,n03814906
n03481172,n03498962,n13040303,n13054560,n04208210
n02101388,n02102040,n02100735,n02102177,n02101556
n03447447,n01440764,n03775546,n03776460,n03777568
n02443114,n02443484,n02441942,n02442845,n02444819
n03134739,n03372029,n02787622,n04039381,n03141823
n02791124,n02791270,n04081281,n03249569,n01440764
n02104365,n02105056,n02097298,n02105412,n02097130
n01776313,n02177972,n02169497,n02174001,n02167151
n04442312,n04004767,n03207941,n04009552,n04265275
n03584254,n04392985,n02978881,n02979186,n02992529
n02094258,n02094114,n02095570,n02096294,n02093754
n02102177,n02086646,n02101388,n02102318,n02102040
n04479046,n02892201,n06359193,n03404251,n03594734
n01797886,n01796340,n01807496,n01798484,n01795545
n03724870,n04133789,n01440764,n03775546,n03776460
n01775062,n02177972,n01773549,n02226429,n01773797
n02687172,n04347754,n03673027,n03344393,n03095699
n02091244,n02101388,n02091134,n01440764,n03777568
n03000247,n03325584,n10148035,n03534580,n03450230
n01698640,n01641577,n02363005,n03991062,n02009229
n02787622,n01440764,n03775071,n03775546,n03776460
n01930112,n03291819,n04116512,n03929660,n03938244
n01664065,n09256479,n01667778,n01955084,n02655020
n01734418,n01740131,n01737021,n01728920,n01729322
n02110063,n02109961,n02110185,n02114367,n03218198
n01820546,n01818515,n01817953,n01843383,n01806143
n04118538,n09835506,n03891251,n03379051,n04336792
n03127925,n02971356,n03179701,n04286575,n04517823
n02097298,n02097130,n02093859,n02097047,n02097209
n02017213,n01795545,n02018207,n01514859,n01616318
n04273569,n03673027,n02981792,n04483307,n03344393
n03485794,n03291819,n03938244,n03871628,n04476259
n02002724,n02037110,n02002556,n02028035,n01860187
n04275548,n04044716,n04507155,n04258138,n04355338
n11879895,n01440764,n03775071,n03775546,n03776460
n02087046,n02091032,n02091244,n02085620,n02110806
n02486410,n02137549,n01877812,n02119789,n02120505
n03637318,n04033995,n04344873,n02113624,n02123394
n03345487,n04461696,n01440764,n03775546,n03776460
n04325704,n02808440,n04493381,n02992529,n03916031
n04347754,n02687172,n04552348,n03216828,n04389033
n01986214,n01443537,n02342885,n03786901,n03133878
n03873416,n02951358,n03047690,n04347754,n03662601
n03483316,n03584829,n01440764,n03775546,n03776460
n02102318,n02113712,n02101556,n02113624,n02102040
n03425413,n03902125,n04371774,n02841315,n02879718
n03180011,n03602883,n04152593,n03777754,n03782006
n02109961,n02110063,n02114367,n02110185,n03218198
n02113624,n02113712,n02102318,n02113799,n02097298
n03535780,n02790996,n03888605,n04371774,n03255030
n02454379,n02395406,n02396427,n02447366,n02397096
n03788195,n03028079,n03220513,n03781244,n03877845
n02097047,n02110958,n02098413,n02086240,n02097209
n02095889,n02095314,n02086910,n02098286,n02111500
n02422699,n02423022,n02417914,n02422106,n01440764
n03544143,n04332243,n03124170,n03400231,n03633091
n03937543,n03690938,n04254120,n04357314,n03742115
n01494475,n01484850,n01491361,n10565667,n03791053
n02099601,n02099712,n02111500,n02104029,n02109525
n03216828,n04483307,n02981792,n03344393,n03095699
n07753275,n02123045,n02123159,n02124075,n13133613
n04259630,n03124170,n04507155,n03617480,n03127747
n02167151,n02233338,n02165105,n02219486,n02190166
n03314780,n04548362,n04254120,n03376595,n03832673
n03478589,n04461696,n04389033,n02950826,n04008634
n01796340,n01807496,n01795545,n02018795,n01797886
n02093647,n02105641,n02105505,n02113712,n02095570
n01847000,n02018207,n01440764,n03775546,n03776460
n01877812,n01882714,n01883070,n01440764,n03775071
n02447366,n02445715,n01440764,n03775071,n03775546
n03929660,n01440764,n03775546,n03776460,n03777568
n03666591,n03924679,n03297495,n04254120,n02840245
n02088094,n02437312,n02437616,n02091831,n01440764
n07745940,n01440764,n03775546,n03776460,n03777568
n04522168,n03950228,n04560804,n04254120,n03443371
n04069434,n03657121,n03976467,n04485082,n04041544
n12620546,n02206856,n02190166,n02219486,n02280649
n03673027,n01440764,n03775546,n03776460,n03777568
