n04550184,n04239074,n03742115,n02870880,n03207941
n04467665,n04065272,n03776460,n09332890,n02727426
n03930313,n04604644,n03733281,n03891251,n04040759
n04579432,n04039381,n03109150,n02951585,n03532672
n03141823,n04597913,n04270147,n04023962,n04350905
n04487394,n03110669,n03249569,n04536866,n04311174
n01775062,n01774384,n01770081,n01773549,n01776313
n09193705,n04228054,n02113799,n09246464,n04252077
n02410509,n02403003,n02408429,n02395406,n02396427
n04596742,n02939185,n04263257,n07590611,n04597913
n02795169,n03047690,n04081281,n04591713,n04120489
n03496892,n04428191,n03967562,n04465501,n03384352
n03788365,n02793495,n02795169,n04423845,n04040759
n02328150,n02102177,n02095314,n02098286,n02398521
n03814906,n03000247,n02999410,n01734418,n02877765
n03443371,n02823750,n03062245,n03544143,n03297495
n02106550,n02107574,n02108000,n02089078,n02101006
n02128385,n02128925,n02130308,n02128757,n02124075
n02509815,n02342885,n02112018,n02123159,n02123045
n03769881,n02814533,n03770679,n03594945,n03977966
n02099429,n02102973,n02113799,n02099267,n02105056
n01667778,n01644373,n01667114,n01644900,n01694178
n12057211,n01440764,n03775071,n03775546,n03776460
n03786901,n04141975,n07930864,n02939185,n03297495
n02229544,n02226429,n02169497,n02177972,n02259212
n03781244,n03877845,n02825657,n03028079,n03388043
n02509815,n01440764,n03775071,n03775546,n03776460
n03825788,n02808304,n02808440,n04493381,n04209133
n02132136,n02119022,n02120079,n02114367,n02114855
n03447721,n03017168,n03249569,n03259280,n02939185
n02840245,n03109150,n03666591,n04041544,n03908714
n03743016,n09246464,n09399592,n02437312,n04326547
n04118776,n03777754,n04376876,n02978881,n03494278
n03724870,n04356056,n03676483,n04229816,n04355933
n02190166,n02219486,n02206856,n02268853,n02268443
n03793489,n02834397,n03584829,n03188531,n03777754
n04606251,n03947888,n03095699,n03874293,n03126707
n04146614,n02930766,n03127747,n06874185,n04037443
n04367480,n04040759,n03017168,n03255030,n02906734
n07754684,n13054560,n01917289,n04399382,n12267677
n02119022,n02119789,n02120505,n02115913,n02115641
n02454379,n01440764,n03775071,n03775546,n03776460
n02786058,n04317175,n02883205,n03494278,n03642806
n04310018,n03393912,n03895866,n02704792,n04389033
n04208210,n04136333,n02807133,n02749479,n03498962
n04033995,n03131574,n03627232,n02113624,n03125729
n04009552,n03777754,n03255030,n02841315,n04404412
n03961711,n03131574,n04005630,n04604644,n02788148
n02127052,n02120505,n02114855,n02119789,n02114367
n03110669,n03838899,n03272010,n03109150,n04487394
n03494278,n03657121,n03325584,n02883205,n03825788
n02086079,n02085936,n02112018,n02086240,n02085782
n01795545,n02002724,n02002556,n01582220,n01616318
n02687172,n04153751,n03126707,n01773549,n02219486
n02701002,n03977966,n03769881,n03770679,n02930766
n02793495,n04005630,n03032252,n03837869,n04562935
n02823750,n07892512,n09229709,n04355933,n03400231
n03042490,n09468604,n09246464,n01737021,n01755581
n04590129,n03018349,n02870880,n04201297,n04239074
n01855032,n02037110,n02028035,n02025239,n02002724
n03482405,n04116512,n04070727,n03223299,n04204238
n03372029,n04536866,n02992211,n02804610,n03535780
n03877845,n03220513,n04346328,n04523525,n03017168
n15075141,n03404251,n03887697,n02111500,n02099849
n02119789,n02113023,n02085620,n02119022,n02114712
n03047690,n02077923,n02092339,n03786901,n13044778
n02027492,n02033041,n01855032,n01855672,n02018207
n03208938,n02950826,n03000134,n04523525,n01774384
n03124043,n04120489,n02910353,n01440764,n03775546
n04604644,n03891251,n04326547,n03899768,n03000134
n03250847,n03481172,n04277352,n03372029,n02783161
n01817953,n01806567,n01855672,n01622779,n01796340
n09229709,n04136333,n03110669,n03372029,n03770439
n03124043,n01797886,n01669191,n01689811,n01532829
n02484975,n01592084,n02268443,n02174001,n01728920
n03770439,n04136333,n04371430,n02963159,n02730930
n02389026,n02100877,n02087394,n01440764,n03777568
n04125021,n03347037,n03902125,n03857828,n02979186
n03452741,n03721384,n04311174,n02992211,n04536866
n03461385,n03089624,n02776631,n04597913,n04596742
n02091244,n02091032,n02110806,n02085620,n02089867
n02444819,n02127052,n02363005,n01806143,n02326432
n02391049,n02129604,n01440764,n03776460,n03777568
n07716358,n07718472,n07717410,n01729977,n01693334
n03404251,n03980874,n03045698,n04208210,n04325704
n03920288,n04476259,n03942813,n04074963,n03063599
n04462240,n03388043,n04311174,n02966193,n03535780
n01817953,n03527444,n03124043,n03874599,n02747177
n06359193,n07565083,n03291819,n03425413,n04152593
n01685808,n01689811,n01728572,n01740131,n01739381
n02509815,n02447366,n02441942,n02119022,n01873310
n02791270,n03763968,n09835506,n02791124,n04023962
n04149813,n04366367,n04081281,n04275548,n04589890
n03950228,n04560804,n03063689,n04398044,n04522168
n01990800,n01955084,n01632458,n01734418,n03530642
n02422699,n02422106,n02417914,n02423022,n02325366
n02129604,n02123159,n02128925,n03724870,n02123045
n01677366,n09246464,n09468604,n01695060,n01806143
n01773797,n01773157,n04275548,n01773549,n02168699
n03933933,n03216828,n04090263,n02749479,n02859443
n03970156,n04136333,n03876231,n04090263,n03124043
n04462240,n07873807,n10148035,n03877472,n04235860
n04548280,n04372370,n04590129,n03018349,n04239074
n03929855,n04192698,n02895154,n03146219,n03763968
n02808440,n03777754,n03584829,n04009552,n02988304
n06794110,n04357314,n02786058,n03690938,n03843555
n03627232,n03498962,n03481172,n04597913,n13040303
n03791053,n03785016,n04552348,n03773504,n04008634
n03782006,n03180011,n04152593,n03529860,n03642806
n04153751,n01677366,n02799071,n03452741,n04515003
n03777754,n03908714,n03976467,n04442312,n04004767
n02497673,n02500267,n01877812,n02091467,n02091032
n01753488,n01755581,n01756291,n01729322,n01740131
n02951585,n03297495,n03995372,n04548280,n02708093
n02268443,n02268853,n02169497,n01440764,n03777568
n02130308,n01734418,n01675722,n03530642,n01742172
n07693725,n07717556,n07716906,n07697313,n07711569
n03630383,n03832673,n04317175,n04141975,n02883205
n03028079,n02980441,n03781244,n02814860,n02859443
n02094258,n02094114,n02098286,n02097658,n02096294
n07873807,n07579787,n07880968,n07583066,n07614500
n03776460,n02859443,n04417672,n03930313,n03899768
n01843383,n01829413,n02077923,n09229709,n02883205
n02840245,n04548362,n03291819,n04026417,n03908714
n02607072,n01950731,n01914609,n02321529,n01924916
n01491361,n01494475,n01484850,n01498041,n01496331
n04344873,n02840245,n03908714,n03709823,n02966687
n02165456,n03868863,n04116512,n04591713,n09229709
n02132136,n02094258,n02094114,n02096294,n02363005
n01950731,n01914609,n02655020,n02321529,n02607072
n02133161,n02132136,n02442845,n02395406,n01883070
n04070727,n03742115,n07565083,n02870880,n04462240
n03384352,n03967562,n03697007,n04428191,n03110669
n02108551,n02105056,n02104365,n02111277,n02113186
n04366367,n03933933,n04311004,n01440764,n03775071
n03891332,n02841315,n02747177,n04330267,n03063599
n01968897,n02643566,n01990800,n01616318,n01910747
n04192698,n02268443,n03127747,n02174001,n02172182
n02095314,n02095570,n02101556,n02101388,n02102318
n02088364,n02088238,n02089973,n02089867,n02113186
n01641577,n02526121,n01664065,n01873310,n04596742
n03124170,n02869837,n03404251,n04259630,n04584207
n03272562,n04310018,n03895866,n03393912,n04467665
n02817516,n03787032,n02669723,n02825657,n03763968
n01943899,n01990800,n01768244,n13133613,n01944390
n07590611,n07614500,n02927161,n04596742,n03133878
n04235860,n03958227,n04371430,n04136333,n04033995
n03991062,n13052670,n07715103,n04409515,n07718472
n02006656,n02007558,n02009912,n01440764,n03788365
n03908618,n04026417,n04442312,n02834397,n04476259
n02096051,n02093991,n02091635,n02095570,n02098105
n04149813,n04311004,n06794110,n03933933,n02708093
n02815834,n03733805,n03775546,n03776460,n03777568
n04552348,n02860847,n04592741,n04008634,n03773504
n07716906,n07749582,n07717410,n07716358,n07754684
n02108915,n02096585,n02113978,n02437616,n02481823
n03980874,n04325704,n03014705,n03146219,n02895154
n03692522,n07892512,n03657121,n03676483,n04357314
n04204347,n04270147,n03476991,n03642806,n04367480
n01695060,n02526121,n02536864,n02077923,n02066245
n03873416,n03447447,n02951358,n04067472,n02051845
n02457408,n02493793,n02492660,n02489166,n02494079
n04152593,n03782006,n03642806,n04404412,n03924679
n04523525,n03903868,n04040759,n04005630,n03781244
n04136333,n04357314,n02837789,n07615774,n03710721
n03127925,n02979186,n04041544,n04392985,n02978881
n09835506,n04540053,n02807133,n02787622,n03710721
n01768244,n07880968,n07860988,n01943899,n07875152
n03888257,n02782093,n03775546,n03776460,n03777568
n04350905,n03404251,n03594734,n03877472,n03998194
n02007558,n02006656,n02012849,n03788365,n03788195
n01641577,n01644900,n01644373,n01693334,n01682714
n03983396,n04557648,n02823428,n03032252,n04461696
n03777568,n03785016,n02950826,n04428191,n04009552
n03188531,n03786901,n03825788,n03690938,n07860988
n02793495,n04458633,n03345487,n03028079,n03776460
n02009912,n02009229,n02012849,n02058221,n02006656
n03871628,n04606251,n03876231,n03127925,n02978881
n04540053,n02802426,n04509417,n03623198,n03535780
n04067472,n02841315,n03873416,n03976657,n04251144
n02112350,n02086079,n02364673,n02112018,n03223299
n03697007,n03899768,n03160309,n03776460,n02859443
n02791124,n02791270,n04311174,n03249569,n03661043
n07753113,n07717410,n07718747,n07760859,n12267677
n03297495,n04442312,n03976467,n03908714,n04179913
n02098105,n02105251,n02094114,n02096177,n02093991
n04296562,n04418357,n04286575,n04141076,n03388043
n03729826,n03929660,n03109150,n02009912,n04286575
n02104029,n02111500,n02111889,n02085936,n02099712
n02102973,n01855032,n02442845,n02099429,n02018207
n03000247,n03223299,n03207743,n04332243,n02999410
n01871265,n02088466,n02504013,n02504458,n02099712
n03759954,n03494278,n02883205,n03868863,n03995372
n03903868,n04355338,n01943899,n01986214,n01667778
n02226429,n02229544,n02236044,n02264363,n02259212
n02093428,n02091032,n02092339,n02108915,n02110958
n02802426,n04540053,n04254680,n03942813,n03888605
n03742115,n04125021,n04550184,n03018349,n04239074
n13044778,n01440764,n03775071,n03775546,n03776460
n03014705,n03223299,n03494278,n04548362,n03908618
n04116512,n03188531,n03476684,n07614500,n02948072
n03109150,n04355933,n03680355,n04356056,n04200800
n13052670,n13037406,n12985857,n13044778,n13040303
n03218198,n02091244,n03873416,n09421951,n02087394
n04125021,n03425413,n04111531,n03384352,n03014705
n04201297,n04239074,n03388549,n04550184,n04590129
n04336792,n03785016,n03141823,n02835271,n02966687
n03196217,n03710193,n04372370,n03902125,n03995372
n03908618,n03871628,n02840245,n04548362,n02786058
n02094433,n02097658,n02096294,n02094114,n02094258
n02107574,n02107908,n02107683,n02108000,n02113186
n02105162,n02113186,n02107312,n02123597,n02123159
n04346328,n02980441,n09246464,n03781244,n09288635
n03291819,n02840245,n02971356,n03871628,n04548362
n07697313,n07693725,n07695742,n01986214,n07734744
n02102177,n02101388,n02086646,n02102040,n03777568
n04613696,n03792972,n04371774,n04417672,n03891251
n02095889,n02100735,n02100236,n02098105,n02095314
n02979186,n04392985,n04041544,n02988304,n03494278
n09472597,n09193705,n09332890,n09428293,n02793495
n01910747,n03476684,n03255030,n03929660,n03729826
n02692877,n03250847,n04008634,n03773504,n04286575
n01740131,n01689811,n01685808,n01751748,n01753488
n03355925,n03976657,n04562935,n04044716,n04355338
n03759954,n03494278,n04296562,n04141076,n02992211
n02730930,n03026506,n02840245,n03642806,n02971356
n04228054,n04208210,n04552348,n09193705,n03770439
n04146614,n03777568,n04465501,n03496892,n04252225
n03100240,n03670208,n02814533,n03459775,n03930630
n02018795,n02011460,n01518878,n02012849,n01440764
n01873310,n01985128,n02229544,n02167151,n01580077
n04033901,n03485794,n03887697,n07613480,n07711569
n02086910,n02085782,n02106030,n02106166,n02100735
n04355338,n03891332,n02892201,n03903868,n04149813
n02093991,n02094114,n02096294,n02095570,n02094258
n02840245,n03691459,n03337140,n04442312,n03666591
n02107908,n02113186,n02107574,n02108000,n02088364
n02066245,n01498041,n09468604,n02077923,n01484850
n04548362,n02910353,n03223299,n04026417,n03908618
n02444819,n01608432,n02092002,n02363005,n02442845
n02077923,n02640242,n01873310,n04596742,n02481823
n02361337,n02137549,n02444819,n02138441,n02442845
n04235860,n04033995,n04344873,n04033901,n03188531
n02086646,n02102177,n02101388,n02086910,n02085782
n03444034,n04482393,n03649909,n04465501,n04037443
n03384352,n04252225,n02704792,n03496892,n04336792
n02727426,n03530642,n03000247,n03223299,n02747177
n07615774,n03891251,n04371774,n04090263,n03134739
n02107574,n02108000,n02107908,n02107683,n02088364
n03944341,n04208210,n03483316,n04507155,n04270147
n02883205,n03814639,n03372029,n03325584,n04487394
n03662601,n03095699,n03344393,n03673027,n02814860
n09256479,n01917289,n02655020,n01751748,n02321529
n02894605,n03216828,n02687172,n03933933,n03095699
n03494278,n07615774,n03884397,n03840681,n10148035
n02102318,n02113712,n02099601,n02100583,n02113624
n07802026,n01616318,n10148035,n02113799,n02113624
n04467665,n04065272,n03594945,n03417042,n03770679
n02951585,n03109150,n04579432,n04376876,n03658185
n03710637,n03710721,n02837789,n04251144,n04136333
n03538406,n02817516,n01514668,n04336792,n09229709
n01855672,n02051845,n02012849,n01847000,n01860187
n04442312,n03775546,n04476259,n04330267,n03916031
n02108422,n02108089,n02109047,n02087394,n02093428
n01943899,n01496331,n01498041,n01753488,n03950228
n02655020,n02526121,n01498041,n02321529,n01950731
n02817516,n03891332,n03903868,n04507155,n04509417
n07873807,n07871810,n03633091,n07590611,n03400231
n03935335,n04447861,n04553703,n04542943,n04560804
n03372029,n03250847,n02790996,n03970156,n02676566
n04417672,n02793495,n04613696,n04532670,n02892201
n04252077,n02835271,n04336792,n03888257,n03792782
n01910747,n01494475,n01491361,n01496331,n01484850
n03950228,n04560804,n04398044,n04522168,n03063689
n02009912,n01819313,n02012849,n01855672,n02058221
n04552348,n02690373,n04592741,n04008634,n03773504
n02787622,n03249569,n03447721,n04192698,n03372029
n01806567,n02137549,n01753488,n01677366,n01980166
n02487347,n02489166,n02488291,n02493793,n02483362
n02909870,n04049303,n02747177,n02727426,n02795169
n02788148,n04435653,n03697007,n04515003,n04239074
n01742172,n01734418,n01689811,n01740131,n01744401
n02965783,n01440764,n03775071,n03775546,n03776460
n04209133,n02807133,n02786058,n02808304,n03124170
n06874185,n04335435,n04200800,n03976657,n03599486
n01797886,n01798484,n01807496,n01795545,n01796340
n01729322,n01755581,n01740131,n01756291,n01689811
n03942813,n02777292,n04462240,n03535780,n04355933
n03590841,n04277352,n02100583,n02087394,n02090379
n02134418,n02441942,n02133161,n02107574,n02442845
n03527444,n03047690,n02823428,n04131690,n04442312
n04447861,n03467068,n04040759,n04141975,n04553703
n04507155,n04275548,n04590129,n02879718,n04366367
n02229544,n02226429,n01694178,n02236044,n01693334
n03530642,n02526121,n02877765,n03729826,n04476259
n01930112,n02965783,n02788148,n04592741,n03633091
n04548362,n04026417,n03709823,n02910353,n02840245
n03445924,n04258138,n03355925,n03796401,n04507155
n02486261,n02488291,n02487347,n02493509,n02484975
n02328150,n02111889,n04005630,n02113186,n02120079
n03355925,n03888257,n02002556,n03976657,n03944341
n02096177,n02094258,n02096294,n02091467,n02097298
n02099267,n02111277,n02113978,n02099429,n02109047
n01817953,n03627232,n01440764,n03775546,n03776460
n01632458,n01629819,n01630670,n03476684,n01644900
n02823428,n03983396,n02823750,n03127747,n03445777
n03207941,n02971356,n04265275,n04152593,n04554684
n01807496,n03649909,n01797886,n02325366,n02104365
n02089973,n02091244,n02089867,n02091831,n02091134
n07714990,n07716358,n07718472,n02236044,n02231487
n03590841,n03637318,n02823750,n04286575,n04456115
n02086646,n02102177,n02109525,n02086910,n02101388
n03781244,n02825657,n03877845,n03028079,n04486054
n02437616,n02105505,n02104029,n02114548,n02111500
n03791053,n04285008,n02974003,n04037443,n03594945
n01614925,n01616318,n02051845,n01829413,n02002556
n04560804,n03950228,n03062245,n02815834,n03733805
n09288635,n09472597,n02894605,n09428293,n03743016
n03840681,n02843684,n03908714,n03935335,n03929660
n01622779,n01797886,n01807496,n01534433,n02457408
n03445924,n03776460,n04065272,n04482393,n03179701
n02037110,n02002556,n01855672,n02058221,n01847000
n03837869,n03388043,n03903868,n03877845,n03956157
n02125311,n02129165,n01877812,n02397096,n02127052
n03602883,n04462240,n02790996,n03255030,n04399382
n01698640,n01697457,n01695060,n01677366,n03627232
n02787622,n04548280,n03249569,n04033901,n03250847
n03706229,n04141975,n04328186,n02794156,n04542943
n02769748,n03709823,n03814639,n03584829,n03691459
n15075141,n02808304,n03938244,n02808440,n04553703
n03876231,n02786058,n04380533,n04277352,n07734744
n01560419,n01824575,n01797886,n01616318,n01514859
n01980166,n02233338,n01978455,n13052670,n13040303
n02422699,n02115641,n02423022,n02114712,n02113023
n01687978,n01440764,n03775546,n03776460,n03777568
n09256479,n01537544,n09468604,n03733281,n10565667
n03794056,n03908714,n03692522,n02910353,n03793489
n03529860,n03337140,n04265275,n03761084,n04125021
n04044716,n02692877,n03773504,n03775071,n03775546
n01532829,n01560419,n01833805,n01534433,n01828970
n02056570,n04229816,n01843383,n03776460,n03777568
n03179701,n03180011,n03642806,n04009552,n03793489
n09468604,n09472597,n09399592,n09193705,n09332890
n03623198,n04599235,n03255030,n04229816,n04525038
n02690373,n04552348,n04592741,n03773504,n04008634
n02444819,n02077923,n01883070,n02363005,n02457408
n04467665,n04461696,n04252225,n03345487,n03417042
n02112018,n02111889,n02111500,n02086079,n02110063
n06359193,n06596364,n01985128,n03291819,n01983481
n03476991,n03325584,n04462240,n03720891,n03877472
n04254777,n03124043,n03623198,n04133789,n02786058
n01558993,n03775071,n03775546,n03776460,n03777568
n07932039,n02815834,n02948072,n03443371,n02823750
n04258138,n04355338,n04147183,n02981792,n04612504
n02085936,n02098413,n02098286,n02086240,n02097474
n03216828,n04606251,n03240683,n02687172,n03947888
n04254680,n03887697,n04270147,n03720891,n03935335
n02870880,n03661043,n02791270,n02871525,n04525305
n01532829,n01514859,n01807496,n01514668,n01847000
n03930630,n03100240,n04461696,n03345487,n02814533
n02112350,n01440764,n03775071,n03775546,n03776460
n02837789,n02892767,n03710637,n04355933,n03814906
n02098286,n02113624,n02085936,n02111500,n02104029
n04485082,n03141823,n04005630,n04509417,n02879718
n03895866,n04335435,n03272562,n04487081,n03769881
n02777292,n04456115,n04344873,n03982430,n02948072
n03916031,n03690938,n02948072,n03314780,n04579145
n07742313,n04409515,n07749582,n07753113,n01945685
n04326547,n03042490,n03697007,n04435653,n03482405
n02113023,n02106030,n02105855,n02109525,n02113186
n03759954,n02667093,n04141076,n03255030,n03424325
n04447861,n03063599,n04553703,n04254120,n03950228
n04336792,n10148035,n03720891,n02807133,n07615774
n02493509,n02509815,n02120505,n02114712,n02492035
n02917067,n03895866,n03272562,n04335435,n03457902
n02319095,n02317335,n02321529,n09256479,n01914609
n07248320,n03871628,n03485794,n02786058,n04154565
n02977058,n03337140,n04392985,n02979186,n04004767
n03482405,n04423845,n04204238,n04127249,n04116512
n04049303,n03776460,n03902125,n04590129,n02791270
n03452741,n02965783,n03220513,n04037443,n02930766
n02113023,n02123597,n02110806,n02085620,n02105162
n03724870,n04192698,n03447721,n02895154,n03017168
n01728920,n01728572,n01735189,n01689811,n01631663
n03942813,n03535780,n03888605,n02777292,n04317175
n03929855,n04192698,n03000247,n03141823,n03110669
n03344393,n02894605,n03388043,n04347754,n03673027
n01692333,n01744401,n03776460,n03777568,n03777754
n01924916,n01950731,n02526121,n03598930,n09229709
n04033901,n03494278,n04154565,n01685808,n03250847
n02971356,n02840245,n03642806,n03871628,n06785654
n04579432,n02783161,n04154565,n03676483,n04376876
n03594734,n03770439,n03485794,n01440764,n03775546
n04553703,n04591713,n04074963,n03584254,n03691459
n02114367,n02115641,n02114712,n02109961,n02119022
n02111129,n02112706,n02108551,n02105251,n02094258
n02091244,n02110806,n02091032,n02085620,n02087046
n12057211,n12267677,n12620546,n01440764,n03787032
n02493509,n02494079,n02493793,n02483362,n02490219
n03404251,n04040759,n02356798,n03876231,n03627232
n03026506,n04522168,n04476259,n04254120,n04380533
n01817953,n01440764,n03775546,n03776460,n03777568
n02130308,n02128385,n02415577,n02125311,n02114855
n06874185,n02930766,n04081281,n04286575,n04591713
n02769748,n03527444,n03623198,n03146219,n03594734
n02777292,n04540053,n03535780,n03888605,n03976657
n02486410,n02487347,n02129165,n02114367,n02090721
n09468604,n09246464,n09399592,n03160309,n09428293
n02489166,n02486261,n02487347,n02488291,n02493509
n01981276,n01978287,n01984695,n01986214,n01983481
n04332243,n03063599,n03063689,n07920052,n07930864
n02865351,n02708093,n04548280,n02910353,n01440764
n04118538,n02802426,n04336792,n04254680,n04456115
n04275548,n02231487,n01737021,n01984695,n04604644
n02098105,n02096177,n02095570,n02113712,n02094258
n03954731,n04208210,n04597913,n03447721,n01768244
n01945685,n01944390,n01630670,n01631663,n01629819
n02692877,n02690373,n04562935,n09835506,n02782093
n03763968,n02749479,n04336792,n06596364,n04200800
n03891332,n03710193,n02747177,n03976467,n04069434
n02795169,n03775546,n03937543,n04049303,n02823750
n02105641,n02105505,n02095889,n02091635,n02096437
n04136333,n04259630,n04371430,n04507155,n09421951
n04417672,n03899768,n01440764,n03775071,n03775546
n07584110,n03786901,n04263257,n03775546,n04286575
n03598930,n04033995,n04344873,n04550184,n04200800
n02091032,n02092339,n02091134,n02107312,n03868863
n02814533,n03770679,n03930630,n03769881,n03594945
n07749582,n07747607,n07716906,n07742313,n07753275
n02977058,n02871525,n03902125,n04501370,n04243546
n02834397,n02963159,n02730930,n02916936,n03877472
n02317335,n09256479,n02643566,n02321529,n02319095
n03018349,n04550184,n04239074,n02871525,n04501370
n02437312,n02415577,n02412080,n02437616,n01440764
n02317335,n01774750,n02321529,n01955084,n01728920
n02397096,n02395406,n02117135,n02116738,n02108915
n04523525,n02699494,n03424325,n04355933,n03347037
n04209133,n04532106,n06596364,n02667093,n04462240
n02108000,n02107574,n02107908,n02107683,n01440764
n01843383,n01440764,n03775071,n03775546,n03776460
n04265275,n04004767,n02443484,n02123045,n02123597
n03804744,n03498962,n03544143,n03481172,n04153751
n04398044,n02999410,n04153751,n03532672,n03954731
n09256479,n02643566,n02607072,n01917289,n01984695
n12985857,n13052670,n13037406,n13040303,n01784675
n03443371,n04522168,n03950228,n03063599,n07930864
n02101388,n02102040,n02089867,n02100735,n02088364
n02133161,n02132136,n02105412,n01877812,n02105056
n02641379,n01491361,n03584829,n02640242,n01484850
n03814906,n02999410,n03000247,n02892767,n02834397
n01877812,n02115913,n02117135,n02094258,n02129165
n02108915,n02085620,n02096585,n01440764,n03776460
n01978287,n01981276,n01980166,n01986214,n01985128
n04277352,n07615774,n04141327,n03876231,n07716358
n04376876,n04254120,n03793489,n04357314,n04317175
n01614925,n01616318,n01608432,n01622779,n01795545
n04548280,n02794156,n02708093,n03908714,n03016953
n03379051,n03868863,n03445777,n04229816,n09835506
n03445924,n02747177,n02892201,n04389033,n03796401
n02051845,n01847000,n01855672,n01855032,n01608432
n03404251,n04350905,n03877472,n03630383,n03483316
n04612504,n02981792,n04483307,n03775071,n03775546
n02808304,n02730930,n02906734,n04254777,n04325704
n02106382,n02105251,n02097474,n02097130,n02102318
n03447447,n02894605,n02860847,n03216828,n04005630
n02804610,n02992211,n03272010,n04141076,n04296562
n03109150,n01770393,n03481172,n02167151,n02174001
n10148035,n13133613,n02441942,n02442845,n02138441
n02094258,n02094114,n02096177,n02096294,n03781244
n03633091,n03720891,n03970156,n04597913,n04380533
n02101006,n02089078,n02107142,n02106550,n02107908
n02130308,n02128385,n01440764,n03776460,n03777568
n02536864,n02514041,n02640242,n01440764,n02641379
n04336792,n03249569,n03649909,n03444034,n03496892
n02110341,n02110185,n04023962,n03775546,n03776460
n03666591,n03908714,n03642806,n03476684,n03942813
n07718472,n07742313,n07716358,n07749582,n12144580
n09332890,n03095699,n09399592,n09428293,n03160309
n02128925,n02128385,n02130308,n01440764,n03777568
n03249569,n04311174,n04336792,n03721384,n04192698
n02119789,n02120079,n02120505,n02119022,n02114855
n04118776,n04116512,n03794056,n03954731,n04423845
n02169497,n03944341,n09229709,n03724870,n03916031
n13044778,n02655020,n01688243,n02457408,n01986214
n02815834,n03937543,n04131690,n03983396,n03544143
n02110185,n02109961,n02101388,n02113186,n02113023
n02101556,n02086646,n02100735,n02101388,n02102318
n03662601,n04273569,n03095699,n04347754,n03240683
n02790996,n02088466,n02106550,n02088238,n02787622
n02077923,n02074367,n02641379,n01491361,n01494475
n04367480,n04208210,n03627232,n02906734,n04277352
n02101388,n02102177,n02101556,n02086646,n02100735
n04562935,n03355925,n04044716,n03976657,n06874185
n04136333,n03450230,n03627232,n03325584,n03637318
n02089973,n02091831,n02089867,n02101388,n02091244
n02536864,n02640242,n02514041,n03141823,n04141076
n03388043,n09288635,n02793495,n03891251,n02894605
n01944390,n07693725,n04192698,n03447721,n07684084
n02167151,n02233338,n02219486,n02229544,n02174001
n02089078,n02106550,n02101006,n02108000,n02107574
n03544143,n03443371,n07892512,n04591713,n03062245
n03026506,n03188531,n03482405,n03485794,n03908618
n02128925,n02128385,n01440764,n03776460,n03777568
n04251144,n01751748,n10565667,n01664065,n04371430
n03929855,n03404251,n04479046,n02817516,n03045698
n03085013,n03832673,n04264628,n03642806,n03793489
n02834397,n04235860,n03877472,n03131574,n03125729
n01677366,n02655020,n01688243,n01667778,n01641577
n03763968,n01817953,n03141823,n02871525,n03661043
n02102973,n02113712,n02102480,n04584207,n02102318
n04462240,n03877472,n04443257,n03982430,n04070727
n02487347,n02493509,n02486261,n02484975,n02488291
n04371430,n04251144,n04136333,n09421951,n02837789
n02999410,n03814906,n04579432,n03627232,n02865351
n01950731,n01924916,n02607072,n02321529,n01751748
n02802426,n04118538,n04540053,n03942813,n03888605
n01693334,n02236044,n02226429,n01682714,n01644373
n02165456,n02169497,n02259212,n02168699,n02279972
n02128757,n02128385,n02127052,n02124075,n02130308
n07717556,n07747607,n04579432,n01981276,n01983481
n03776460,n03895866,n03393912,n04065272,n03933933
n02099429,n02099267,n02099712,n02108422,n02111277
n03208938,n03187595,n03075370,n03492542,n02708093
n11939491,n01440764,n03775071,n03775546,n03776460
n09468604,n09193705,n09472597,n09399592,n03160309
n02109047,n02090721,n02091134,n02091831,n02105162
n07565083,n06785654,n03857828,n04238763,n02892201
n02747177,n04330267,n02939185,n04069434,n04310018
n04041544,n04392985,n04264628,n02988304,n03485407
n07753592,n07718747,n12267677,n07760859,n04591713
n02058221,n01494475,n02641379,n01855032,n01484850
n02114367,n02109961,n02114548,n02110063,n02110185
n03291819,n02808304,n04525038,n04371430,n03938244
n03424325,n02841315,n03868863,n03724870,n04009552
n04243546,n04525305,n04443257,n02870880,n02871525
n03388043,n02134084,n03160309,n02398521,n03743016
n02167151,n01770393,n01632458,n01675722,n01644900
n02877765,n03814906,n03476684,n02794156,n04328186
n07753113,n07583066,n07579787,n07716906,n07753592
n04599235,n03775071,n04277352,n04254777,n04325704
n02097047,n02097209,n02110063,n02097130,n02500267
n02085782,n02112018,n02086910,n02086079,n02490219
n07697313,n07693725,n01943899,n07711569,n07714990
n03160309,n04604644,n04366367,n03776460,n03781244
n02815834,n04332243,n03733805,n03633091,n04254120
n04296562,n02879718,n04487394,n02992211,n03494278
n02100583,n02090379,n03825788,n03995372,n03868863
n03773504,n04008634,n04266014,n02825657,n03788195
n02841315,n03481172,n03255030,n04485082,n04153751
n02094114,n02096294,n02097658,n02094258,n02096177
n03208938,n03843555,n03379051,n04067472,n02974003
n03633091,n04476259,n04263257,n03400231,n04596742
n04273569,n04483307,n09332890,n02951358,n02859443
n04330267,n04192698,n04355338,n04476259,n04542943
n02013706,n02028035,n02033041,n01601694,n02051845
n07753275,n04522168,n04254120,n07716358,n02909870
n02916936,n03146219,n02895154,n03124043,n04522168
n02106030,n02106166,n02102318,n02105855,n02112137
n02108089,n02093428,n02110806,n02093256,n02090379
n03841143,n03775071,n03775546,n03776460,n03777568
